Slg10,", Clarendon Hills, IL,  ",No_Match,,,,,
Md.8,", Location varies, ,  ",No_Match,,,,,
Rkk2,"639 E. Boughton Rd. #100, Bolingbrook, IL,  ",Tie,,,,,
H d7,", ??? Darien, IL,  ",No_Match,,,,,
Els10,"63rd St. & Halsted, Chicago, IL,  ",No_Match,,,,,
5tg3,", Westmont, IL,  ",No_Match,,,,,
Rkd2,"94 Yorktown Shopping Center, Lombard, IL,  ",No_Match,,,,,
Sng5,"9607 Wicker Ave., St. John, IN,  ",No_Match,,,,,
Pss10,", ???  South Loop, ,  ",No_Match,,,,,
Slg2,", ???  Chicago, ,  ",No_Match,,,,,
Hbo3,"5500 Park Pl., Rosemont, IL,  ",No_Match,,,,,
Mhg3,"1115 Zygmunt Cir., Westmont, IL,  ",No_Match,,,,,
Si.7,", Algonquin, IL,  ",No_Match,,,,,
Bkg3,"8699 W 47th St., Lyons, IL,  ",No_Match,,,,,
Hf.6,"200 Village Green, Lincolnshire, IL,  ",No_Match,,,,,
Jls6,"1504 E. Harper Court, Chicago, IL,  ",No_Match,,,,,
Bkg6,", ???  Chicago, ,  ",No_Match,,,,,
Oyg8,", 1350 Tri State Pkwy, ,  ",No_Match,,,,,
Go.7,"500 N. LaSalle St., Chicago, IL,  ",Tie,,,,,
